,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292277994,547.24462890625,2266140.3544548484,0.7301854619672378
1,1985,2000,9312181.820185604,22477.70738549326,5881846.506531957,0.633157572632208
2,1985,3000,15520302.808601895,3236.7418859145223,7881310.838298013,0.5079124368235681
3,1985,4000,21728423.459529288,2735.689208984375,7983586.8241129555,0.3674722249768967
4,1985,5000,27936543.6378528,15519.940777228861,7342983.281191355,0.26299119118474346
5,1985,6000,34144663.208688155,22316.46857287837,5752424.1164332945,0.16858231235516308
6,1985,7000,40352782.03686277,196086.84480315563,2894763.0356287346,0.07208668496707196
7,1990,1000,3104060.6292277994,547.24462890625,2653883.2123317337,0.8551222061749636
8,1990,2000,9312181.820185604,16416.995483398438,6946650.169754802,0.747291944315872
9,1990,3000,15520302.808601895,2734.784912109375,8886965.124839636,0.5727034746213074
10,1990,4000,21728423.459529288,1093.6416015625,8813115.303074008,0.40562348788032393
11,1990,5000,27936543.6378528,71897.21145953011,8298504.193641808,0.29781480326918847
12,1990,6000,34144663.208688155,57993.251784141394,6622533.443265542,0.19428513995759783
13,1990,7000,40352782.03686277,189857.00349887024,3646338.020608102,0.09078865689137527
14,1995,1000,3104060.6292277994,0.0,2752211.768820609,0.8866488440676108
15,1995,2000,9312181.820185604,0.0,7313156.642500091,0.7853322436904836
16,1995,3000,15520302.808601895,0.0,9705708.251824355,0.6253555985032142
17,1995,4000,21728423.459529288,0.0,10055719.017303098,0.4627910090224714
18,1995,5000,27936543.6378528,0.0,10826360.045898918,0.38753398366824704
19,1995,6000,34144663.208688155,0.0,8718794.300431069,0.25534866890157404
20,1995,7000,40352782.03686277,0.0,4824102.660830031,0.11954820503882864
21,1995,8000,46560899.987573765,0.0,2796324.575850903,0.06005735663608714
22,2005,1000,3104060.6292277994,0.0,2849648.811494475,0.9180390307657701
23,2005,2000,9312181.820185604,1682.0273317823223,7589020.297366394,0.8151034279804472
24,2005,3000,15520302.808601895,501.9569738051471,10502521.237832945,0.6767175260970689
25,2005,4000,21728423.459529288,0.0,11166247.544428308,0.5139004937576914
26,2005,5000,27936543.6378528,36482.050518679156,12815345.989998132,0.45933038355069283
27,2005,6000,34144663.208688155,75398.22664531633,10572118.690624991,0.3103124970907744
28,2005,7000,40352782.03686277,116483.91392008464,5743893.2650364265,0.14275401895785403
29,2005,8000,46560899.987573765,110391.695257688,3365558.593337357,0.07245472045553683
30,2018,1000,3104060.6292277994,0.0,2963318.9206396965,0.9546588403387226
31,2018,2000,9312181.820185604,7660.26708984375,8186300.459837431,0.8798196030954134
32,2018,3000,15520302.808601895,546.9276123046875,12930305.4762542,0.8331513443515403
33,2018,4000,21728423.459529288,1642.047607421875,14786784.591979004,0.6805786973980985
34,2018,5000,27936543.6378528,84325.1896618413,17447762.693608318,0.6264406810561108
35,2018,6000,34144663.208688155,87110.58885833142,16201513.74764309,0.4757098646662546
36,2018,7000,40352782.03686277,183312.62804338042,9283941.920997288,0.2311193565070829
37,2018,8000,46560899.987573765,208187.2091011795,5215427.3924811855,0.1125161199821592
38,2018,9000,52769016.925552994,442461.1148135913,4565142.967182475,0.08724332982461525
