,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629227002,9146.556990320541,610638.3444122913,0.1973038120476752
1,1985,2000,9312181.820186127,1230.9403207816329,1518066.7236265892,0.16304099798328475
2,1985,3000,15520302.808600694,17219.406847905175,492830.231319173,0.03178917500137123
3,1990,1000,3104060.629227002,3633.239501953125,1267816.233332615,0.40891660212208586
4,1990,2000,9312181.820186127,518.7717895507812,3216425.174172795,0.3454189823510257
5,1990,3000,15520302.808600694,11060.649112237668,1477899.5632764641,0.09529153959159084
6,1995,1000,3104060.629227002,0.0,1504155.0768935254,0.48457657776745877
7,1995,2000,9312181.820186127,0.0,3772560.7312440188,0.4051210343709349
8,1995,3000,15520302.808600694,0.0,2146156.6218424486,0.1382805895161491
9,1995,4000,21728423.45952844,0.0,1589581.601381309,0.07315678490628086
10,2005,1000,3104060.629227002,4475.921797449448,1563108.6603628113,0.5042961583260223
11,2005,2000,9312181.820186127,193.36915378944548,3962408.2396996613,0.42551687650132175
12,2005,3000,15520302.808600694,0.0,2489704.480133415,0.16041597324723114
13,2005,4000,21728423.45952844,0.0,1833989.4936968626,0.08440508797671714
14,2018,1000,3104060.629227002,7590.148726160385,1825526.0764428219,0.5895506151079309
15,2018,2000,9312181.820186127,1230.9712656058516,4628874.764661122,0.4971430780560696
16,2018,3000,15520302.808600694,4084.2278284409467,3773625.840523035,0.24320525138768823
17,2018,4000,21728423.45952844,36374.079709999234,2878587.5660824045,0.13270242546840902
18,2018,5000,27936543.637849677,55135.96257539637,1529310.1443699258,0.05485053560355723
