,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292263414,1614.1884765625,1783629.2050649603,0.5749105549857307
1,1985,2000,9312181.820187764,9681.314514160156,5221104.483267747,0.5612581778505027
2,1985,3000,15520302.808602598,0.0,7254602.268306233,0.4674265932675714
3,1985,4000,21728423.459528908,5384.202880859375,7047732.757673197,0.32443585238729117
4,1985,5000,27936543.63784944,9145.484375,7939040.571381453,0.2842742645681714
5,1985,6000,34144663.20868652,38815.06463838465,8492680.400707535,0.249009506077614
6,1985,7000,40352782.03686388,146919.67204589842,6658453.07082998,0.16560901020883065
7,1985,8000,46560899.98757017,368338.9909577014,7210959.843185602,0.15610651775108156
8,1985,9000,52769016.925562,20429.113708496094,6663880.8641783465,0.12633287715582897
9,1985,10000,58977132.716065265,68617.74329714307,4544431.0747194765,0.07714387430781865
10,1990,1000,3104060.6292263414,0.0,1850450.153712134,0.5961385342442045
11,1990,2000,9312181.820187764,9143.461853027344,5676952.150958129,0.6102255985940399
12,1990,3000,15520302.808602598,0.0,7916224.286362108,0.51005604619868
13,1990,4000,21728423.459528908,1614.8422241210938,7741360.374347761,0.35630453191279954
14,1990,5000,27936543.63784944,5916.8109130859375,8820150.423674455,0.31578777226611626
15,1990,6000,34144663.20868652,37201.8977072323,9377240.202051267,0.27493222425888103
16,1990,7000,40352782.03686388,164113.78417777264,7788973.423374066,0.19381018983761603
17,1990,8000,46560899.98757017,573493.1293983608,7967465.079434503,0.1732531930753715
18,1990,9000,52769016.925562,84060.05161826935,7598266.08840475,0.14422078975189606
19,1990,10000,58977132.716065265,104325.39262264477,5245930.515768848,0.08910617234452765
20,1995,1000,3104060.6292263414,0.0,2098704.1822279994,0.6761157183811458
21,1995,2000,9312181.820187764,0.0,6344338.329013721,0.6812945077231963
22,1995,3000,15520302.808602598,0.0,8600327.782992732,0.5541340197451392
23,1995,4000,21728423.459528908,0.0,8513294.003386136,0.39180449604376
24,1995,5000,27936543.63784944,0.0,9536798.492546529,0.34137360069216754
25,1995,6000,34144663.20868652,0.0,10329849.936555997,0.30253190296303895
26,1995,7000,40352782.03686388,0.0,8550425.089667339,0.21189183640067702
27,1995,8000,46560899.98757017,0.0,8864420.279641071,0.19038335345767596
28,1995,9000,52769016.925562,0.0,8750078.8372446,0.16581849249888048
29,1995,10000,58977132.716065265,0.0,6324953.910434613,0.1072441744647872
30,1995,11000,65185247.22380362,0.0,8750837.415819831,0.13424567349994337
