,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629227004,0,745427.5889361214,0.24014595008788642
1,1985,2000,9312181.820186604,7675.9245971679675,2177737.5413684323,0.23405192772253855
2,1985,3000,15520302.808602266,3005296.90534165,2009830.4381575044,0.16059364683430713
3,1985,4000,21728423.459528882,7146040.552522556,1625298.3631744985,0.11145629445744422
4,1985,5000,27936543.63784569,10107881.14482973,1690911.8658432905,0.09484232855412868
5,1990,1000,3104060.629227004,0,1234849.6757781385,0.39781751172999796
6,1990,2000,9312181.820186604,7972.772856588924,3411489.467095109,0.36666087893565635
7,1990,3000,15520302.808602266,3014525.8424591627,3003287.583463302,0.24015201867057953
8,1990,4000,21728423.459528882,7176789.454150161,2421514.1247094246,0.16640839948382155
9,1990,5000,27936543.63784569,10161712.88872095,2588370.575613224,0.14561998435572607
10,1990,6000,34144663.208690576,13092801.652892834,2336592.254044597,0.11099219172857866
11,1990,7000,40352782.03686761,17138843.596977677,1113749.3830518536,0.04797761422241173
12,1995,1000,3104060.629227004,0,1658584.8908337164,0.5343274790501593
13,1995,2000,9312181.820186604,0,4303232.52268545,0.46210787179402585
14,1995,3000,15520302.808602266,0,3920766.8939917465,0.252621803990746
15,1995,4000,21728423.459528882,0,3390289.111112466,0.15603014721372585
16,1995,5000,27936543.63784569,0,3685934.231950829,0.13193952264579667
17,1995,6000,34144663.208690576,0,3112477.3536795825,0.09115560269715554
18,2005,1000,3104060.629227004,560.5721435546875,2054317.4299120135,0.6619356829793592
19,2005,2000,9312181.820186604,7412.371550436581,5083780.886847282,0.5463629072069518
20,2005,3000,15520302.808602266,2995087.130147295,4843967.611287195,0.3867372615083556
21,2005,4000,21728423.459528882,7147343.939240589,4416729.563014129,0.30290826936843995
22,2005,5000,27936543.63784569,10166575.564701103,4922376.775458125,0.27700538094366184
23,2005,6000,34144663.208690576,12998008.952405987,4347965.0556537695,0.2056100697046009
24,2005,7000,40352782.03686761,17051159.195059743,2737964.3060970525,0.1175010137570584
25,2005,8000,46560899.98757041,20002598.396374468,3290431.396517406,0.12389464684775556
26,2005,9000,52769016.92555877,23082149.144685384,5002357.580547496,0.16850405430007703
27,2005,10000,58977132.716062516,25451289.562291577,6231805.947071031,0.1858806628214535
28,2005,11000,65185247.22379193,26334494.983421408,5693817.773462632,0.14655617832660864
29,2005,12000,71393360.31409615,25085205.471133973,6379911.911818084,0.13777080804565225
30,2005,13000,77601471.85150109,27133619.938948303,5490135.681852212,0.10878481000865939
31,2005,14000,83809581.70150803,30136712.634602197,5501311.392794023,0.10249706208058995
32,2005,15000,90017689.72858538,31383161.937100764,7374762.676399261,0.12577508430911735
33,2005,16000,96225795.79824093,32053943.1870067,8960779.143917067,0.13963722067061454
34,2005,17000,102433899.77491406,32457571.077034473,5881381.861968876,0.08404816273459476
35,2018,1000,3104060.629227004,560.5721435546875,2766477.5295395795,0.8914056641388979
36,2018,2000,9312181.820186604,7543.92722526999,6527680.287660603,0.7015512438800642
37,2018,3000,15520302.808602266,3004686.487003099,6764262.508346497,0.5404657936559534
38,2018,4000,21728423.459528882,7214919.717438352,6923483.121890798,0.4770373332947883
39,2018,5000,27936543.63784569,10203864.914119475,6906715.877040006,0.3894908369257749
40,2018,6000,34144663.208690576,13135441.622903751,6390367.988329837,0.3041696696013266
41,2018,7000,40352782.03686761,17205831.89432587,4259966.025276215,0.18404005707200408
42,2018,8000,46560899.98757041,20823103.727182627,4812179.8830193,0.18696938286148343
43,2018,9000,52769016.92555877,23880544.51959035,6226848.996113618,0.2155478804350741
44,2018,10000,58977132.716062516,26452150.19300518,7849265.734891759,0.24133035980349335
45,2018,11000,65185247.22379193,27709632.17198725,7698773.490248015,0.2054342131438153
46,2018,12000,71393360.31409615,26458038.047762293,9262850.60986185,0.20613740244168008
47,2018,13000,77601471.85150109,27808536.345731363,8027648.652631451,0.1612206344352052
48,2018,14000,83809581.70150803,30797893.023787968,7750661.426060098,0.14620665025744733
49,2018,15000,90017689.72858538,32267590.738019157,10357848.648098819,0.17935637910838606
50,2018,16000,96225795.79824093,32899920.07543013,12628481.178840911,0.1994205533630223
51,2018,17000,102433899.77491406,32760560.993838545,9115898.5849808,0.13083768833907006
52,2018,18000,108642001.52416031,36421644.52498351,7467742.251326254,0.10340217857703714
53,2018,19000,114850100.91041443,44037120.770782195,9507136.388468424,0.13425697336451345
54,2018,20000,121058197.79921468,47861291.726501465,11123549.179292565,0.15196747753576526
55,2018,21000,127266292.0549218,47606264.36130826,14287575.349768303,0.17935689659462367
56,2018,22000,133474383.54323792,47310254.714221455,17199656.047146667,0.19961504028291807
57,2018,23000,139682472.12844658,45347574.21890344,19952050.83701651,0.21150233136573007
58,2018,24000,145890557.67617148,46410303.033341,17465762.065862916,0.17557013830102483
59,2018,25000,152098640.0507695,47252428.53731622,15418518.335039683,0.14705842121020524
60,2018,26000,158306719.11789706,53350056.2242281,17510327.96664393,0.16683388632871787
61,2018,27000,164514794.741839,59363206.98857713,20416108.03310187,0.19415881841944466
62,2018,28000,170722866.78811643,59995176.29970927,22581624.73152502,0.20393837017569913
63,2018,29000,176930935.1217826,59910280.878139265,20848624.717605647,0.17816192237481154
64,2018,30000,183138999.60707778,58694334.16451201,19790833.746462602,0.15903320303911742
