,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292258645,0,7533.193298339844,0.002426883427279763
1,1990,1000,3104060.6292258645,472423.12402846396,555344.9210779528,0.2110263742560152
2,1990,2000,9312181.820188265,1113159.0465774836,1149672.7550359988,0.14022070517187896
3,1990,3000,15520302.808598803,2025698.226169721,682932.6338690065,0.0506078284619197
4,1995,1000,3104060.6292258645,0,615624.7649885591,0.19832884679900484
5,1995,2000,9312181.820188265,0,1290076.3472330724,0.13853642166181318
6,1995,3000,15520302.808598803,2511.2539672851562,756797.2178418925,0.04876964709685219
7,2005,1000,3104060.6292258645,616811.5650235044,704350.766575473,0.283184654368883
8,2005,2000,9312181.820188265,1422801.704080978,1407091.4373939664,0.17835259762946265
9,2005,3000,15520302.808598803,2213372.745943197,809677.1747730927,0.060846278665382045
10,2018,1000,3104060.6292258645,449190.5835808249,987025.8072581574,0.37177933016994247
11,2018,2000,9312181.820188265,1102586.8512228576,1781489.9511874325,0.21700095533603897
12,2018,3000,15520302.808598803,2127235.7904732497,1054017.6453529506,0.07869875092288363
