,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629226458,0,46774.44104003906,0.015068791053767338
1,1990,1000,3104060.629226458,3341.1236572265625,1147751.6105466357,0.37015654221065414
2,1990,2000,9312181.820188358,175378.77505265773,1118786.810967419,0.12244838872422063
3,1990,3000,15520302.808603052,2336716.3650357113,867106.231935269,0.06577164989564395
4,1995,1000,3104060.629226458,28981.95056367762,1195554.483800791,0.3887882583611442
5,1995,2000,9312181.820188358,301555.8170364679,1184113.1363235775,0.1314129712973747
6,1995,3000,15520302.808603052,2542486.2617084575,923211.4716794478,0.07113765773645175
7,2005,1000,3104060.629226458,10268.854025208717,1293249.5049483955,0.41801439751525316
8,2005,2000,9312181.820188358,205803.22463331034,1370023.071896063,0.1504465312440217
9,2005,3000,15520302.808603052,2882609.567987659,1148455.2487228091,0.09087538578890882
10,2018,1000,3104060.629226458,4176.417541503906,1614497.736241719,0.5208251747455278
11,2018,2000,9312181.820188358,143295.51928567322,1891781.7008698108,0.20632622532177797
12,2018,3000,15520302.808603052,2345887.731800035,1851288.4695034856,0.14052149250733417
13,2018,4000,21728423.459526863,1738594.2956624348,1576676.3761153885,0.07887392949638325
