,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292269863,0,12550.81817483341,0.0040433547130678885
1,1990,1000,3104060.6292269863,0,126029.14167600147,0.040601378880729816
2,1995,1000,3104060.6292269863,0,190296.24922162222,0.061305583863228943
3,2005,1000,3104060.6292269863,0,343623.0700669232,0.11070114637306447
4,2005,2000,9312181.82018714,7876.21728515625,1264427.8924754423,0.1358970724350532
5,2005,3000,15520302.808598304,319155.6268813188,1824361.1650845401,0.12001470305338341
6,2005,4000,21728423.459532324,772933.3043717927,1075998.1501235066,0.051346837614224435
7,2018,1000,3104060.6292269863,0,968679.4113092162,0.31206845710048176
8,2018,2000,9312181.82018714,12251.982360839844,2799011.1856191577,0.30097121531331666
9,2018,3000,15520302.808598304,327880.33184910176,3430090.6854681284,0.2257764152305276
10,2018,4000,21728423.459532324,804875.5243417778,2520397.572620106,0.1204574664118575
11,2018,5000,27936543.637847394,977063.6186403759,3359580.5860373112,0.12461592670347539
12,2018,6000,34144663.20869469,437004.0402590285,3661178.9433883363,0.10861563910723047
13,2018,7000,40352782.0368558,485590.97828847857,2921578.437342985,0.07328277613165696
