,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292266645,0,0,0
1,1990,1000,3104060.6292266645,9346.904418945312,163415.8258240943,0.05280482796005555
2,1995,1000,3104060.6292266645,23338.491120222505,521918.84900787956,0.16941445077181666
3,1995,2000,9312181.820187874,22542.64674503102,393498.9290685317,0.04235890347533237
4,2005,1000,3104060.6292266645,16820.89756122664,1109991.5398707967,0.35954173836445225
5,2005,2000,9312181.820187874,16318.113730277266,1516963.5102361934,0.16318693540896023
6,2005,3000,15520302.80860155,850886.4912291284,366859.3186731675,0.025008446875879456
7,2018,1000,3104060.6292266645,28023.861409983914,2398627.2692959663,0.7797784780701669
8,2018,2000,9312181.820187874,93482.05167523552,4770959.39364205,0.5175306185735351
9,2018,3000,15520302.80860155,710078.2881749772,3925572.794817039,0.2650582906020639
10,2018,4000,21728423.459527303,1570668.66859442,2743880.9399454747,0.13612036501107228
11,2018,5000,27936543.63784926,1929957.3652578318,2553779.704321769,0.09819742112840163
