,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629227386,0,28693.103695618873,0.009243731718848775
1,1990,1000,3104060.629227386,2143293.2585444446,191397.4773710363,0.19921313234751659
2,1990,2000,9312181.820186386,3399829.18532643,745349.6112285538,0.12606650131690067
3,1990,3000,15520302.808601292,7199180.304621679,363899.3870993221,0.04373200694080464
4,1995,1000,3104060.629227386,1854837.7185307525,231370.3926090016,0.18521145475948494
5,1995,2000,9312181.820186386,2129978.6044474277,918689.7119322532,0.12791196299194824
6,1995,3000,15520302.808601292,4741737.442282763,430731.4945621266,0.039961857624216
7,2005,1000,3104060.629227386,1934161.822771619,396510.17886077287,0.33892690262844943
8,2005,2000,9312181.820186386,2348212.7823627535,1708944.9469963517,0.24539812536708638
9,2005,3000,15520302.808601292,5393168.958254352,1025310.8616742301,0.10124393306395417
10,2005,4000,21728423.459524307,8586143.463212557,586922.9941399071,0.0446591454682613
11,2018,1000,3104060.629227386,1816772.637262322,692409.5035883883,0.5378823603655427
12,2018,2000,9312181.820186386,2776172.9425800387,3079978.697762286,0.471232330836468
13,2018,3000,15520302.808601292,5965447.2011855235,3682027.7772896574,0.3853567158494725
14,2018,4000,21728423.459524307,9358194.707900582,2977742.470720839,0.24071846450939546
15,2018,5000,27936543.63785777,13047458.616634374,2337393.600116086,0.15698705439483274
16,2018,6000,34144663.20868505,16172409.236801563,2128524.2232285445,0.1184339052051286
17,2018,7000,40352782.036873266,19192970.019467074,1842272.7395359424,0.08706470256070695
