,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629227333,0,19717.072552849262,0.006352025590994099
1,1990,1000,3104060.629227333,937351.796640912,503703.6368965897,0.23247407742152135
2,1990,2000,9312181.820187354,1766205.9073740055,643901.5354461072,0.0853304520032642
3,1995,1000,3104060.629227333,930097.3404275334,651596.6791798314,0.2997275448655642
4,1995,2000,9312181.820187354,1539419.7275474407,835800.1883130841,0.10752936708361491
5,1995,3000,15520302.808603235,2118494.5140543617,590340.8337873869,0.044049341761402856
6,2005,1000,3104060.629227333,984941.0230605181,900870.6758968581,0.4251155400928053
7,2005,2000,9312181.820187354,2018094.50597642,1448144.293797392,0.19853673686850434
8,2005,3000,15520302.808603235,2493012.3612340586,1253320.6896324009,0.09620731914252402
9,2018,1000,3104060.629227333,972581.945006606,1298514.8959049003,0.6092084830675378
10,2018,2000,9312181.820187354,1811058.4076116832,2600434.433346495,0.34667266358887705
11,2018,3000,15520302.808603235,2182990.8527609436,3170199.867283482,0.2376940629250862
12,2018,4000,21728423.459526062,2402192.2437662743,2408984.252311916,0.12464842345192907
13,2018,5000,27936543.637857597,4469201.884177296,1836237.9363032333,0.0782465247055629
