,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292271446,0,6453.283841002221,0.0020789812480592473
1,1990,1000,3104060.6292271446,0,392802.3110947552,0.12654466455848704
2,1990,2000,9312181.820185613,250580.0333613377,441371.176148179,0.04870785392378865
3,1995,1000,3104060.6292271446,70656.42387384153,465718.5676334156,0.15353000658848
4,1995,2000,9312181.820185613,322144.70952315984,522247.37394780177,0.05809179289464787
5,2005,1000,3104060.6292271446,0,849829.9892721736,0.27378008704803103
6,2005,2000,9312181.820185613,76581.25506879021,1077228.3563294658,0.11663869054690323
7,2005,3000,15520302.808604829,108676.21234011183,206224.14358747893,0.013381075793612923
8,2018,1000,3104060.6292271446,3233.4641012752754,1537237.9134440108,0.4957509179269626
9,2018,2000,9312181.820185613,114419.52746007583,2629858.4211377916,0.2859237211661507
10,2018,3000,15520302.808604829,144555.3201767865,1263895.9931044632,0.08220062107911731
