,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292275977,0,8928.649864525889,0.002876441838942965
1,1990,1000,3104060.6292275977,326837.66564534506,298650.69010297,0.10753572688227735
2,1990,2000,9312181.820185043,503655.9514703488,729279.3476038314,0.08279243978768551
3,1995,1000,3104060.6292275977,310113.0285390816,393721.61849101953,0.14091947121484819
4,1995,2000,9312181.820185043,496688.42122371896,951167.8785177789,0.10789729348896673
5,1995,3000,15520302.808603538,370864.8912604837,1193074.9024418846,0.0787537404985867
6,2005,1000,3104060.6292275977,321307.48412511486,734687.3939244889,0.26401457679331164
7,2005,2000,9312181.820185043,481962.7090853821,2064048.275748459,0.23374825129242066
8,2005,3000,15520302.808603538,316476.38746553304,2568941.946771359,0.1689668031989459
9,2005,4000,21728423.459529098,338453.75869116694,1351875.1700764976,0.06320135974870217
10,2018,1000,3104060.6292275977,347649.70067784924,1478025.0446222047,0.5362136063652343
11,2018,2000,9312181.820185043,535345.6307648304,4309364.263875324,0.4909929011857285
12,2018,3000,15520302.808603538,345274.4752702301,6406294.70203307,0.4221603124101634
13,2018,4000,21728423.459529098,538901.4961734548,5856124.096549007,0.2763688631898524
14,2018,5000,27936543.63784644,586015.852758789,5959693.086328361,0.21790047830732426
15,2018,6000,34144663.208693385,878493.3124506931,7199277.935245284,0.21641439208961713
16,2018,7000,40352782.03686622,708022.982229435,11356528.493811516,0.28645724591642524
17,2018,8000,46560899.98757048,653139.2027657303,13520158.611145256,0.29450703715482385
18,2018,9000,52769016.925546154,814854.7545484357,16185870.37635931,0.3115413606918816
19,2018,10000,58977132.716071896,1599517.2109597593,20284485.245161925,0.35352611060239425
20,2018,11000,65185247.22379288,1317728.0539560362,21777374.06190544,0.3409772971452818
21,2018,12000,71393360.3140912,784130.2325317382,23578032.281008948,0.3339228066043828
22,2018,13000,77601471.85150307,1140418.8658610026,24590189.82097386,0.3216041221089569
23,2018,14000,83809581.70150273,2058592.262506462,29501202.893742345,0.36086661575829065
24,2018,15000,90017689.72857988,3659849.5817626948,30821455.05709684,0.3569039592085352
25,2018,16000,96225795.79825276,2954831.786945178,30903860.909172937,0.3313342071325257
26,2018,17000,102433899.77489121,2509024.6012549307,30853825.708169382,0.308770220173462
27,2018,18000,108642001.52417296,1935244.6864963903,35155138.15859252,0.329455595882001
28,2018,19000,114850100.91041814,4267287.496127259,35857691.20150149,0.3242609777630012
29,2018,20000,121058197.79922555,3546264.5050376747,37573583.33983564,0.3197427043070699
30,2018,21000,127266292.05492869,2980261.215802361,37478714.791140094,0.3015521095822256
31,2018,22000,133474383.54324342,5184495.967773199,34063751.274816625,0.26552171740565006
32,2018,23000,139682472.12842512,4347886.806747138,33856220.02132326,0.2501667991286197
33,2018,24000,145890557.67617422,4617989.077598182,35120396.81281592,0.24860025666136232
34,2018,25000,152098640.05076894,4692994.322991107,36007799.495519824,0.24427693605452142
35,2018,26000,158306719.11792567,4240351.2644990785,32909484.588148836,0.2136058962554227
36,2018,27000,164514794.74182415,5622077.75873401,27695437.844037004,0.17430275200709444
37,2018,28000,170722866.7881123,8762030.547916181,24135103.54517176,0.14901814602499444
38,2018,29000,176930935.12175152,13073009.359264182,18312456.195803184,0.11175813504649851
39,2018,30000,183138999.60708165,11937926.415738694,12794208.517264811,0.07473205791744868
