,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292269262,0,3318.6642456054688,0.0010691364125938448
1,1995,1000,3104060.6292269262,0,14104.382873535156,0.004543849028183411
2,2005,1000,3104060.6292269262,0,117277.70404986214,0.03778202749830645
3,2015,1000,3104060.6292269262,0,404637.07513379864,0.13035733623365936
4,2015,2000,9312181.820185944,0,903963.1781972843,0.09707318817999992
