,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629226006,0,0,0
1,1995,1000,3104060.629226006,166892.72518430222,1426776.8294917094,0.48576617888558105
2,1995,2000,9312181.820187094,260861.43802394494,1668098.4129949822,0.18429337848676705
3,1995,3000,15520302.808603467,203785.94248286227,766475.8680369658,0.050042439461701206
4,2005,1000,3104060.629226006,190544.24923454734,1748057.4841758579,0.599982034142874
5,2005,2000,9312181.820187094,307747.3411640242,2272459.1378604663,0.25237111149561225
6,2005,3000,15520302.808603467,273799.3651630477,1206202.2502051261,0.0791133688245141
7,2015,1000,3104060.629226006,176564.97801154642,2031722.4213082108,0.6940138136380694
8,2015,2000,9312181.820187094,268779.11618843826,3099642.464255659,0.34275178997448746
9,2015,3000,15520302.808603467,208750.42554285386,1969721.4070238292,0.12864282848308442
10,2015,4000,21728423.45952618,168284.9006452972,1309950.6899227367,0.06075799032298668
