,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292267097,0,1266706.5157068593,0.40808046846121815
1,1985,2000,9312181.82018751,0,3793224.503802372,0.40734003878437924
2,1985,3000,15520302.808603046,0,5769591.948117485,0.371744805450532
3,1985,4000,21728423.459526572,1064.4805908203125,6276328.896158615,0.28886754723587865
4,1985,5000,27936543.637849577,5859.5823974609375,6802176.16632559,0.24353775771552555
5,1985,6000,34144663.20869306,29326.69482421875,5920878.791922297,0.17355475269942874
6,1985,7000,40352782.03685608,1064.2872314453125,3801649.7361431057,0.09421283524363644
7,1990,1000,3104060.6292267097,0,2304713.4143214803,0.7424833756857498
8,1990,2000,9312181.82018751,0,5967173.025505515,0.6407921516920467
9,1990,3000,15520302.808603046,0,8807000.112574676,0.5674502760147744
10,1990,4000,21728423.459526572,1596.7158203125,7843458.6526427,0.3610034150483923
11,1990,5000,27936543.637849577,1065.8809814453125,8512516.941265509,0.3047206500405259
12,1990,6000,34144663.20869306,29326.352416992188,7144266.813390874,0.2094151039307874
13,1990,7000,40352782.03685608,2129.0086669921875,4668729.35281049,0.11570393543690363
14,1990,8000,46560899.98758135,0,6528093.939936137,0.140205493056992
15,1990,9000,52769016.92554312,66238.47118302887,8914687.994781377,0.1691502470311196
16,1990,10000,58977132.71606774,38740.61552375345,9366544.002297318,0.15892092859131235
17,1990,11000,65185247.223804645,111831.47183694279,11468237.563245332,0.1762353709379172
18,1990,12000,71393360.3140769,212346.99304989085,16622277.315461528,0.23352122342646214
19,1990,13000,77601471.85151291,95652.05252685546,17916117.57567211,0.23115835200683205
20,1990,14000,83809581.70150109,258918.58076219747,16616661.00355057,0.1988812581838862
21,1990,15000,90017689.7285935,58095.869925465304,17446374.353905536,0.1939356727345262
22,1990,16000,96225795.79823998,689307.2764459348,14459377.161688607,0.15134926335909965
23,1990,17000,102433899.77491447,221149.6835293639,12637949.039297305,0.12364356724575089
24,1990,18000,108642001.52415013,200168.99639892578,12251962.025709212,0.11298187922611717
25,1990,19000,114850100.91039929,94788.47359499463,11830779.93419428,0.10309570583679502
26,1990,20000,121058197.79922664,244654.34146728518,10570351.287754426,0.08749309874724592
27,1995,1000,3104060.6292267097,0,2477292.6397549496,0.7980812669796653
28,1995,2000,9312181.82018751,0,6981211.467689906,0.7496859063206448
29,1995,3000,15520302.808603046,0,10471598.309405154,0.6747032218727492
30,1995,4000,21728423.459526572,0,10513636.43798397,0.48386559004465596
31,1995,5000,27936543.637849577,0,11330057.909482954,0.40556405460740413
32,1995,6000,34144663.20869306,0,10386040.39870916,0.3041775616654765
33,1995,7000,40352782.03685608,0,6369135.850011729,0.15783635051963704
34,1995,8000,46560899.98758135,0,8785434.877892345,0.18868696438933918
35,1995,9000,52769016.92554312,0,11489064.797144515,0.21772368458854446
36,1995,10000,58977132.71606774,0,12036625.339386826,0.20408970027984366
37,1995,11000,65185247.223804645,0,13949941.083450126,0.214004574310425
38,1995,12000,71393360.3140769,0,19751004.953364357,0.276650445734377
39,1995,13000,77601471.85151291,0,21256731.490934722,0.2739217566853444
40,1995,14000,83809581.70150109,0,19844095.762597896,0.23677597906734899
41,1995,15000,90017689.7285935,0,20374835.422287174,0.22634257204020697
42,1995,16000,96225795.79823998,0,17030097.4367841,0.17698058296646055
43,1995,17000,102433899.77491447,0,15533958.207953002,0.15164860697568783
44,1995,18000,108642001.52415013,0,14582136.431447236,0.1342219052196471
