,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.629228041,739754.725505754,1158166.8344267001,0.48985490101061774
1,1985,2000,9312181.8201865,3828735.197950897,2402764.026921051,0.4381849943022594
2,1985,3000,15520302.808600433,7162086.507466873,2191247.4244286628,0.2621668721508776
3,1985,4000,21728423.459527183,10456194.557726081,2414058.6313928952,0.21415983053778934
4,1985,5000,27936543.637847807,13587800.18472493,2372074.6683591353,0.16531584637419064
5,1985,6000,34144663.208691455,16718128.81550173,2178862.4060010724,0.12503130897056444
6,1985,7000,40352782.036868885,20868355.463971756,773275.1269694011,0.03968683009871218
7,1990,1000,3104060.629228041,736552.6922344132,1735939.6083589443,0.7332349688184452
8,1990,2000,9312181.8201865,3825016.8745327843,3244379.949610812,0.5912670717472467
9,1990,3000,15520302.808600433,7159624.27490713,3032656.4459386487,0.36272850746708263
10,1990,4000,21728423.459527183,10441067.117348574,3148417.23246783,0.27893309443087394
11,1990,5000,27936543.637847807,13607031.686963126,3474316.534265136,0.24245881828868826
12,1990,6000,34144663.208691455,16712645.407778032,3183615.1925534727,0.1826303316639944
13,1990,7000,40352782.036868885,20964144.798372604,1537896.063666848,0.07931945111713908
14,1995,1000,3104060.629228041,0.0,1887476.40712005,0.6080668622730647
15,1995,2000,9312181.8201865,0.0,3657687.740625719,0.3927852581976825
16,1995,3000,15520302.808600433,0.0,4060833.708226101,0.2616465515077339
17,1995,4000,21728423.459527183,0.0,4345772.343839279,0.200004033975774
18,1995,5000,27936543.637847807,0.0,5374917.852631453,0.1923973818060168
19,1995,6000,34144663.208691455,0.0,4949976.625671383,0.14497072633041455
20,1995,7000,40352782.036868885,0.0,2618805.2372970283,0.0648977618173716
21,2005,1000,3104060.629228041,733866.4575075635,1966775.1573031554,0.8297949513037203
22,2005,2000,9312181.8201865,3744932.0686659887,3888812.009940115,0.6985158172359726
23,2005,3000,15520302.808600433,7036773.0343379,4508699.465641753,0.5314650370321463
24,2005,4000,21728423.459527183,10294908.992723396,4879949.920014506,0.42681101547411476
25,2005,5000,27936543.637847807,13347022.858953495,6117980.16270728,0.41934072101653636
26,2005,6000,34144663.208691455,15064233.84656886,5707447.648218728,0.29912574501854944
27,2005,7000,40352782.036868885,16432850.760434603,3359757.316640338,0.14045848534482802
28,2005,8000,46560899.987567365,19996641.253492918,2278599.1151360017,0.08577687553589448
29,2018,1000,3104060.629228041,737068.6570386699,2262440.7739647957,0.9558295087381011
30,2018,2000,9312181.8201865,3822388.6462677624,4674064.860365925,0.8514100098655398
31,2018,3000,15520302.808600433,7160619.912466011,5809892.367892877,0.6949895636088557
32,2018,4000,21728423.459527183,10442482.68485178,6469604.620021211,0.573244601330746
33,2018,5000,27936543.637847807,13561956.590471327,8249069.361090926,0.5738647888738113
34,2018,6000,34144663.208691455,16708594.242313879,7803943.805732751,0.44757472689407785
35,2018,7000,40352782.036868885,20971748.8282571,5214655.809841978,0.2690597427759885
36,2018,8000,46560899.987567365,25220865.84231225,3331970.926469391,0.15613709442963772
37,2018,9000,52769016.92555877,27996247.18153913,4284215.119823501,0.1729404973320655
38,2018,10000,58977132.71606375,31521415.355695147,4044980.457895316,0.1473274365700642
39,2018,11000,65185247.22379708,36461006.16045304,3247827.9081581263,0.11306923309116727
40,2018,12000,71393360.31407958,43714502.85003768,3326193.7237431533,0.12017091847321627
41,2018,13000,77601471.85149984,50407808.30133101,1799308.506910137,0.06616646203593139
