,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292268727,199785.1623367608,2015794.104162837,0.6940781365761224
1,1985,2000,9312181.82018865,2984037.630153521,3562733.398908308,0.5629981384619066
2,1985,3000,15520302.808599725,6078917.118126241,5044961.8591457,0.5343454895859354
3,1985,4000,21728423.45953089,9138917.866504863,4641247.624671606,0.36866003913947437
4,1985,5000,27936543.63784816,11979325.964169728,3521561.155759564,0.22068766797412367
5,1985,6000,34144663.208687775,14782553.090141283,1765121.5561454026,0.091163697827265
6,1990,1000,3104060.6292268727,199048.4091988357,2343683.672054036,0.8067723969957745
7,1990,2000,9312181.82018865,2980711.137890625,4056592.873191923,0.6407030967597517
8,1990,3000,15520302.808599725,6067040.98149294,5725301.917261462,0.6056430068237851
9,1990,4000,21728423.45953089,9134932.812244609,5296010.520388374,0.4205355503662195
10,1990,5000,27936543.63784816,11980466.90063213,3870200.2636089246,0.24255337495225568
11,1990,6000,34144663.208687775,14807609.176078785,2139821.064442833,0.11065910354464291
12,1990,7000,40352782.03686718,17581760.96413339,1412151.697723269,0.062015299762477105
13,1995,1000,3104060.6292268727,0.0,2406201.1699417415,0.7751785346219391
14,1995,2000,9312181.82018865,0.0,4228296.984665096,0.45406082766749895
15,1995,3000,15520302.808599725,0.0,6032601.474610333,0.38869096492548444
16,1995,4000,21728423.45953089,0.0,5671363.425800876,0.2610112710829559
17,1995,5000,27936543.63784816,0.0,4202424.173894905,0.15042749125920862
18,1995,6000,34144663.208687775,0.0,2423582.614198932,0.07097983656732262
19,2005,1000,3104060.6292268727,187635.41529660687,2474939.1741172643,0.8486208260358437
20,2005,2000,9312181.82018865,2970207.0541499117,4452965.916828709,0.7021418534609017
21,2005,3000,15520302.808599725,6043415.939351636,6271879.3528842125,0.6618079797107289
22,2005,4000,21728423.45953089,9118733.605267694,5967610.237157722,0.4732559092355582
23,2005,5000,27936543.63784816,11964163.768642047,4543633.294451544,0.28446814636630474
24,2005,6000,34144663.208687775,14781472.363800665,2666738.5812349203,0.13772206257725741
25,2005,7000,40352782.03686718,17552319.200518005,1871735.766796875,0.08209200752771116
26,2018,1000,3104060.6292268727,198894.34896072678,2764730.638843013,0.9516600332390381
27,2018,2000,9312181.82018865,2985415.0692399563,5548203.967083862,0.8769414434714086
28,2018,3000,15520302.808599725,6073873.186082784,7884241.374545711,0.8346265932847764
29,2018,4000,21728423.45953089,9134816.590903368,7687956.4341327725,0.6104650172370056
30,2018,5000,27936543.63784816,11975458.499842023,6326060.7093989365,0.3963427708518062
31,2018,6000,34144663.208687775,14798500.806083668,3746059.5095846727,0.19363320908959344
32,2018,7000,40352782.03686718,17569806.655966885,2728342.930929746,0.1197535828975615
33,2018,8000,46560899.98757053,20404482.295317974,3355453.8214159203,0.12828415040985502
34,2018,9000,52769016.92555018,23030430.555531945,1192607.4828574983,0.04010303206812339
