,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292271987,0,570161.1820976704,0.18368236004450092
1,1985,2000,9312181.82018733,0,1798949.6052439967,0.19318239699145048
2,1985,3000,15520302.808603179,3169006.6507035797,1607706.5932213883,0.13016501043035364
3,1985,4000,21728423.459530007,8279044.534435321,619306.830097752,0.04604724378329551
4,1990,1000,3104060.6292271987,0,1177750.5987740317,0.3794225498318472
5,1990,2000,9312181.82018733,0,4857801.154236676,0.5216609005320038
6,1990,3000,15520302.808603179,3120140.2897721827,3536469.8729641787,0.2851954454301437
7,1990,4000,21728423.459530007,8244301.442382935,1722033.595499316,0.1277082477679669
8,1990,5000,27936543.637842916,10898512.591325704,1743669.9702558923,0.10233987515900908
9,1990,6000,34144663.2086957,8193179.872517078,971282.0203835878,0.037426840223407816
10,1995,1000,3104060.6292271987,0,1515796.5990290637,0.48832699489070336
11,1995,2000,9312181.82018733,0,5860557.200239953,0.6293430812889839
12,1995,3000,15520302.808603179,0,4370067.061068428,0.2815709922003598
13,1995,4000,21728423.459530007,0,2347797.1487856405,0.10805188665245316
14,1995,5000,27936543.637842916,0,2435793.8100131163,0.08719023518405418
15,2005,1000,3104060.6292271987,0,1594144.6741577163,0.5135675054628691
16,2005,2000,9312181.82018733,0,6114485.529874197,0.656611484605999
17,2005,3000,15520302.808603179,0,4715432.114028517,0.30382346093239043
18,2005,4000,21728423.459530007,0,2770442.1328168083,0.12750313606400665
19,2005,5000,27936543.637842916,0,2656620.053485467,0.09509480084310797
20,2018,1000,3104060.6292271987,0,2079609.4668447473,0.669964190539183
21,2018,2000,9312181.82018733,0,7202444.642657234,0.7734433005854202
22,2018,3000,15520302.808603179,3207570.4950225228,6642979.571840412,0.5395211560405127
23,2018,4000,21728423.459530007,8319149.045007687,4279907.677379893,0.31917518764063246
24,2018,5000,27936543.637842916,10990208.933482327,3858231.833395089,0.2276735294507253
25,2018,6000,34144663.2086957,8365056.833934482,2263297.883573405,0.0877941210843786
