,year,dis,ring_area,water_area,urban_area,dens
0,1985,1000,3104060.6292262943,0,969724.2589922736,0.312405063825697
1,1985,2000,9312181.82018838,292131.7156163831,835146.3587466965,0.0925877737999909
2,1990,1000,3104060.6292262943,0,1219727.6538464124,0.39294582147077356
3,1990,2000,9312181.82018838,299477.1764392328,1238723.4959822109,0.1374419272511432
4,1990,3000,15520302.808602598,2908271.152358832,908919.3407501818,0.07206763870595015
5,1995,1000,3104060.6292262943,0,1415562.5010026526,0.45603571259994685
6,1995,2000,9312181.82018838,0,1431285.6233980064,0.15370035197283682
7,1995,3000,15520302.808602598,0,1023737.2390282725,0.06596116400904466
8,2005,1000,3104060.6292262943,0,1585897.1284012147,0.5109104872080121
9,2005,2000,9312181.82018838,286554.32864128554,1867201.5029643932,0.2068777494654096
10,2005,3000,15520302.808602598,2853698.0472993767,1375489.555708343,0.10859181143083396
11,2005,4000,21728423.45952569,6847349.457516185,273382.45772920497,0.01837115101317876
12,2018,1000,3104060.6292262943,0,1993521.6467919452,0.6422302541457905
13,2018,2000,9312181.82018838,314194.3103429456,2872638.9824453313,0.31925349744063786
14,2018,3000,15520302.808602598,2959270.12484538,2297688.644063075,0.18292195410288492
15,2018,4000,21728423.45952569,6881971.139765006,598416.2765605852,0.040307021749841944
